FREQ,REF_AREA,COVERED_AREA,RE_TYPE,RE_VINTAGE,COMPILING_ORG,PRICED_UNIT,ADJUST_CODED,AVAILABILITY,BREAKS,COLLECTION_DETAIL,COVERAGE,DATA_COMP,DECIMALS,DOC_METHOD,MEASURE_DETAIL,META_UPDATE,PUBLICATIONS,TITLE_GRP,TITLE_GRP_COMPL,TITLE_GRP_NAT,UNIT_MEASURE,UNIT_MULT,COLLECTION,TIME_FORMAT,TIME_PERIOD,OBS_VALUE,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-06,11766.246,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-07,11835.6185,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-08,11948.97,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-09,11628.7165,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-10,11579.22,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-11,11602.5373,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-12,11488.9342,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-01,11322.8009,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-02,11326.1439,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-03,11215.936,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-04,11179.5805,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-05,11091.6621,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-06,10931.9488,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-07,10885.0272,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-08,10767.7172,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-09,10741.0615,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-10,10716.1365,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-11,10704.2303,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2020-12,10749.4759,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-01,10843.6021,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-02,10803.9508,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-03,10826.0252,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-04,10923.43,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-05,10997.9011,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-06,11165.4547,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-07,11296.4017,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-08,11517.549,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-09,11579.2015,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-10,11701.3156,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-11,11750.6152,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2021-12,11802.4762,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-01,12045.9626,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-02,12001.9332,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-03,12122.0409,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-04,12089.6725,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-05,12196.8468,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-06,12399.4349,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-07,12399.4349,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-08,12400.3328,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-09,12621.1,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-10,12804.84,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-11,12904.77,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2022-12,12931.24,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-01,13461.15,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-02,13492.58,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-03,13814.9,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-04,14057.79,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-05,14304.02,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-06,14390.33,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-07,14797.27,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-08,15015.61,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-09,15088.67,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-10,15196.63,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-11,15322.0156,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2023-12,15691.7852,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2024-01,15924.9445,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2024-02,16385.6,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2024-03,16725.18,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2024-04,16973.1937,F,,A
